clean_NNAJ_actors|Filename|Year|categoria
Autodefensas Unidas De Colombia|NS N° 019-15 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2015|Paramilitares
Autodefensas Unidas De Colombia|NS N° 019-15 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2015|Paramilitares
Tal|NS N° 019-15 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2015|
Dirección De Investigación Criminal|NS N° 019-15 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2015|
Interpol|NS N° 019-15 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2015|
Rastrojos|NS N° 020-15 a IR N° 014-09 Olaya Herrera, El Charco, La Tola, Iscuande-NARIÑO.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 020-15 a IR N° 014-09 Olaya Herrera, El Charco, La Tola, Iscuande-NARIÑO.pdf|2015|Nuevos Paramilitares (Narco-Para)
Régimen Subsidiado De Salud|NS N° 020-15 a IR N° 014-09 Olaya Herrera, El Charco, La Tola, Iscuande-NARIÑO.pdf|2015|
Rastrojos|NS N° 022-15 a IR N° 019-14 La Unión-VALLE DEL CAUCA.pdf|2015|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 022-15 a IR N° 019-14 La Unión-VALLE DEL CAUCA.pdf|2015|Nuevos Paramilitares (Narco-Para)
Urabeños|NS N° 022-15 a IR N° 019-14 La Unión-VALLE DEL CAUCA.pdf|2015|Nuevos Paramilitares (Narco-Para)
Autodefensas Unidas De Colombia|NS N° 022-15 a IR N° 019-14 La Unión-VALLE DEL CAUCA.pdf|2015|Paramilitares
Grupo Armado Ilegal|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|
Sat Fuente|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|Guerrillas
Autodefensas Unidas De Colombia|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|Paramilitares
Autodefensas Unidas De Colombia|NS N° 023-15 a IR N° 012-12A.I. Calamar y El Retorno-GUAV.pdf|2015|Paramilitares
Grupo Armado Ilegal|NS N° 024-15 a IR N° 029-07A.I. Barbacoas, Maguí-Payán y Roberto Payán-NAR.pdf|2015|
Autodefensas Gaitanistas De Colombia|NS N° 024-15 a IR N° 029-07A.I. Barbacoas, Maguí-Payán y Roberto Payán-NAR.pdf|2015|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 024-15 a IR N° 029-07A.I. Barbacoas, Maguí-Payán y Roberto Payán-NAR.pdf|2015|Nuevos Paramilitares (Narco-Para)
Ejército De Liberación Nacional|NS N° 024-15 a IR N° 029-07A.I. Barbacoas, Maguí-Payán y Roberto Payán-NAR.pdf|2015|Guerrillas
Grupo Armado Ilegal|NS N° 025-15 a IR N° 003-13 Sincelejo-SUC.pdf|2015|
Ilicita De Niños|NS N° 025-15 a IR N° 003-13 Sincelejo-SUC.pdf|2015|
Simultáneamente|NS N° 025-15 a IR N° 003-13 Sincelejo-SUC.pdf|2015|
Autodefensas Unidas De Colombia|NS N° 025-15 a IR N° 003-13 Sincelejo-SUC.pdf|2015|Paramilitares
República Bolivariana De Venezuela|NS N° 026-15 a IR N° 029-14 Arauca-ARA.pdf|2015|
Honorabl|NS N° 026-15 a IR N° 029-14 Arauca-ARA.pdf|2015|
Recluta|NS N° 026-15 a IR N° 029-14 Arauca-ARA.pdf|2015|
Rastrojos|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Constru|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|Pequeños Grupos Ilegales
Gaitanistas Urabeños|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|
Comuna 5|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|
Rastrojos|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Pandillas Niñas Y Adolescentes|NS N° 027-15 a IR N° 002-14 Cali-VAL.pdf|2015|
Grupo Armado Ilegal|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 029-15 a IR N° 023-13A.I. Barranquilla, Malambo, Puerto Colombia y Soledad-ATL.pdf|2015|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|Nuevos Paramilitares (Narco-Para)
Instituciones Educativas|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|
Fundación Plan S Ave The Children|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|
Corporación Opción Legal|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|
Atlas|NS N° 031-15 a IR N° 021-13 Montería - CORDOBA.pdf|2015|
Grupo Armado Ilegal|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|Nuevos Paramilitares (Narco-Para)
Ejército De Liberación Nacional|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|Guerrillas
Guardia Indígena|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|Paramilitares
Ejército De Liberación Nacional|NS N° 001-16 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2016|Guerrillas
Grupo Armado Ilegal|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|
Rastrojos|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Nuevos Paramilitares (Narco-Para)
Álamos|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|
Grupos Armados|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Paramilitares
Comité Operativo Para La Dejación De Las Armas|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|
Grupos Alzados Formato|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Paramilitares
Autodefensas Unidas De Colombia|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 002-16 a IR N° 033-14 Quibdó-CHO-.pdf|2016|Guerrillas
Autodefensas Gaitanistas De Colombia|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Grupos Posdesmovilización|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Inter|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|
Alerta Temprana Nota De Seguimiento|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|
Bloque Central|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Urabeños|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Credhos|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|
Centros De Atención|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 003-16 a IR N° 021-12 Barrancabermeja-SANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Guerrillas
Autodefensas Unidas De Colombia|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Paramilitares
Fuerzas Irregulares Anticomunistas De Colombia|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|
Oficina De Las Naciones Unidas Contra La Droga Y El Delito La Subregión|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Guerrillas
Autodefensas Unidas De Colombia|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Paramilitares
Dirección De Dere Chos Humanos|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 004-16 a IR N° 027-07A.I. Mapiripan y Puerto Concordia-MET San José del Guaviare-GUAV.pdf|2016|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|Guerrillas
Autodefensas Gaitanistas De Colombia|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|Guerrillas
Acci|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|
Autodefens As Gaitanistas De Colombia|NS N° 005-16 a IR N° 015-13A.I. Puerto Libertador y Montelíbano-COR.pdf|2016|
Grupos Posdesmovilización|NS N° 006-16 a IR N° 020-12 Cúcuta, El Zulia, Los Patios, Puerto Santander y Villa del Rosario-NSANT.pdf|2016|Nuevos Paramilitares (Narco-Para)
Grupo Armado Ilegal|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Niñas Adolescentes Y Jóvenes|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|
Oficina De Derechos Humanos|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|
Oficina Ddhh|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|
Oficina Ddhh|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Paramilitares
Autodefensas Gaitanistas De Colombia|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Urabeños|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Bloque Capital|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Paramilitares
Águilas Negras|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 007-16 a IR N° 004-11 Soacha-CUN.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-16 a IR N° 033-13 Miraflores - GUAVIARE - SISAT.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-16 a IR N° 033-13 Miraflores - GUAVIARE - SISAT.pdf|2016|Guerrillas
Unidades De La Trigésimo Primera Brigada De Selva|NS N° 008-16 a IR N° 033-13 Miraflores - GUAVIARE - SISAT.pdf|2016|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-16 a IR N° 033-13 Miraflores - GUAVIARE - SISAT.pdf|2016|Guerrillas
Itilla|NS N° 008-16 a IR N° 033-13 Miraflores - GUAVIARE - SISAT.pdf|2016|
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Ejército De Liberación Nacional|NS N° 009-16 a IR N° 036-14A.I. Araquita y Fortul-ARA.pdf|2016|Guerrillas
Grupo Armado Ilegal|NS N° 011-16 a IR N° 032-08 Buenaventura-VAL.pdf|2016|
Grupo Armado Ilegal|NS N° 011-16 a IR N° 032-08 Buenaventura-VAL.pdf|2016|
Ejército De Liberación Nacional|NS N° 011-16 a IR N° 032-08 Buenaventura-VAL.pdf|2016|Guerrillas
Consejo Comunitario De Cabeceras|NS N° 011-16 a IR N° 032-08 Buenaventura-VAL.pdf|2016|
Bandas Criminales|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|Nuevos Paramilitares (Narco-Para)
Constru|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|Pequeños Grupos Ilegales
Estado|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Unodc|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Acu|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Nacional Para La Aplicación|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Dirección Zonal Del Icbf|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Polic Ía De Infancia|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Sena|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Programa Jóvenes En|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Educación Media|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Programa De Jóvenes Rurales Emprendedores|NS N° 012-16 a IR N° 031-13 Tuluá-VAL.pdf|2016|
Autodefensas Gaitanistas De Colombia|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Constru|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Pequeños Grupos Ilegales
Constru|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Pequeños Grupos Ilegales
Constru|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Pequeños Grupos Ilegales
Autodefensas Gaitanistas De Colombia|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Comuna Dos|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Comuna Uno|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Comuna Cuatro|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Comuna Uno Compartir|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Urabeños|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Comuna Seis|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Sijín|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Dps|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Departamento Administrativo|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|
Autodefensas Unidas De Colombia|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Paramilitares
Autodefensas Gaitanistas De Colombia|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Urabeños|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 013-16 a IR N° 004-11 Soacha - CUN.pdf|2016|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Guerrillas
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Compañía Urías Cuellar|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|
Partido Comunista Clandestino|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|
Pc3|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|
Movimiento Bolivariano Por La Nueva Colombia|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Guerrillas
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Gobernación Del Vaupés|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|
Frente Primero De Las Farc|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Frente Primero|NS N° 014-16 a IR N° 020-15 Mitú y otros - VAU.pdf|2016|Disidensias FARC
Protección Código Pp|NS N° 015-16 a IR N° 027-12A.I. Francisco Pizarro, Mosquera y Tumaco-NAR.pdf|2016|
Grupos Posdesmovilización|NS N° 001-17 a IR N° 023-15A.I. Puerto Lleras , Puerto Rico y Vistahermosa-MET.pdf|2017|Nuevos Paramilitares (Narco-Para)
Expo Nen|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Primera Infancia|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Informe|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Unidad Administrativa Especial Del Servicio Público De Empleo Para La Planeación Discusión|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Instituto Colombiano De Bienestar Familiar Mediante Oficio De Fecha|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Afro|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Uitoto|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Colo Mbia Joven|NS N° 002-17 a IR N° 006-15 Bogota.pdf|2017|
Ns Fecha De Reunión Respuesta Informe|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|
Emitir|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|Guerrillas
Frente Primero|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|Disidensias FARC
Sat Manifestó|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|
Gobernación Del Departamento Del Vaupés|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|
Sat De La Defensoria|NS N° 003-17 al IR 020-15 Vaupés.pdf|2017|
Grupo Armado Ilegal|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|
Grupo Armado Ilegal|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|
Ejército De Liberación Nacional|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|Guerrillas
Estado Para Protegerlos|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|
Ejército De Liberación Nacional|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|Guerrillas
Consejo Comunitario|NS N° 004-17 a IR N° 031-09A.I. Carmen del Darien y Riosucio-CHO.pdf|2017|
Ejército De Liberación Nacional|NS N° 006-17 a IR N° 032-08 Buenaventura-VAL.pdf|2017|Guerrillas
Comunidades Construyendo Paz|NS N° 006-17 a IR N° 032-08 Buenaventura-VAL.pdf|2017|
Autodefensas Gaitanistas De Colombia|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Nuevos Paramilitares (Narco-Para)
Autodefensas Gaitanistas De Colombia|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Nuevos Paramilitares (Narco-Para)
Paisas|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Pequeños Grupos Ilegales
Paisas|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Pequeños Grupos Ilegales
Paisas|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Pequeños Grupos Ilegales
Águilas Negras|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Nuevos Paramilitares (Narco-Para)
Co Munidades|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Paisas’|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Autodefensas Unidas De Colombia|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Paramilitares
Autodefensas Gaitanistas De Colombia|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Nuevos Paramilitares (Narco-Para)
Comuna Cuatro De Cazucá|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Comuna Uno De Compartir Aparentemente|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Sirdec|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Comuna|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Instituto De Medicina Legal|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Comuna Seis De San Humberto|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Preci|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Comuna Cuatro|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Ti N°|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Oasis|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|
Autodefensas Unidas De Colombia|NS N° 008-17 a IR N° 004-11 Soacha-CUN.pdf|2017|Paramilitares
